category_code,brand,Packaging Material,Shipping Mode,Usage Duration,Repairability Score
sport.bicycle,kona,Cardboard,Road,5,7
sport.bicycle,novatrack,Plastic,Road,5,5
sport.bicycle,savic,Plastic,Air,3,7
sport.bicycle,tailg,Cardboard,Air,3,6
sport.bicycle,wethepeople,Cardboard,Air,5,5
sport.diving,bestway,Cardboard,Air,3,5
sport.ski,tsg,Paper,Air,5,5
sport.tennis,babolat,Cardboard,Road,3,7
sport.tennis,sony,Plastic,Road,5,5
sport.trainer,art.fit,Plastic,Air,3,5
sport.trainer,bradex,Paper,Road,3,5
sport.trainer,eyfel,Cardboard,Air,3,6
sport.trainer,taoran,Cardboard,Road,5,5
stationery.battery,camelion,Plastic,Road,4,5
stationery.battery,duracell,Paper,Road,4,5
stationery.battery,nikon,Paper,Air,4,5
stationery.battery,varta,Plastic,Road,4,5
stationery.battery,xiaomi,Plastic,Road,3,6
stationery.cartrige,canon,Plastic,Road,4,7
stationery.cartrige,epson,Cardboard,Road,5,5
stationery.cartrige,europrint,Paper,Air,5,7
stationery.cartrige,hp,Paper,Air,4,7
stationery.cartrige,nv-print,Paper,Road,3,5
stationery.cartrige,sakura,Paper,Road,5,7
stationery.cartrige,samsung,Cardboard,Road,5,5
stationery.paper,canon,Plastic,Air,3,5
stationery.paper,delux,Paper,Road,4,5
stationery.paper,deluxe,Paper,Air,3,7
stationery.paper,epson,Cardboard,Road,5,5
stationery.paper,kodak,Cardboard,Road,4,5
stationery.paper,raduga,Cardboard,Road,5,5
stationery.paper,svetocopy,Plastic,Road,5,5
stationery.paper,zala,Cardboard,Air,4,5
stationery.stapler,att,Cardboard,Road,5,6
stationery.stapler,dji,Cardboard,Air,3,7
stationery.stapler,hoco,Plastic,Road,3,5
stationery.stapler,joby,Cardboard,Air,4,6
stationery.stapler,xiaomi,Paper,Road,3,5
